,datetime,NDVI
0,2000-02-18,0.32556868131868133
1,2000-03-05,0.3757269230769231
2,2000-03-21,0.2736483333333333
3,2000-04-06,0.4663049450549451
4,2000-04-22,0.2381010989010989
5,2000-05-08,0.06899285714285715
6,2000-05-24,0.10010494505494505
7,2000-06-09,0.27608351648351653
8,2000-06-25,0.32933296703296705
9,2000-07-11,0.2651258241758242
10,2000-07-27,0.6035412087912089
11,2000-08-12,0.8010934065934067
12,2000-08-28,0.6130862637362637
13,2000-09-13,0.7776939560439561
14,2000-09-29,0.42374395604395604
15,2000-10-15,0.7975653846153846
16,2000-10-31,0.7782307692307693
17,2000-11-16,0.7853802197802199
18,2000-12-02,0.7670923076923077
19,2000-12-18,0.7744208791208791
20,2001-01-01,0.7439472527472528
21,2001-01-17,0.717395054945055
22,2001-02-02,0.6949675824175825
23,2001-02-18,0.5438813186813187
24,2001-03-06,0.49156318681318684
25,2001-03-22,0.7172862637362638
26,2001-04-07,0.6876659340659341
27,2001-04-23,0.10102252747252748
28,2001-05-09,0.2476266666666667
29,2001-05-25,0.08370549450549451
30,2001-06-10,0.05669505494505495
31,2001-06-26,0.13588453038674034
32,2001-07-12,0.671506043956044
33,2001-07-28,0.8017208791208791
34,2001-08-13,0.3172796703296703
35,2001-08-29,0.534532967032967
36,2001-09-14,0.3767697142857143
37,2001-09-30,0.5362050561797753
38,2001-10-16,0.7918967032967033
39,2001-11-01,0.8169071428571428
40,2001-11-17,0.7769549450549451
41,2001-12-03,0.7242104395604396
42,2001-12-19,0.7768247252747253
43,2002-01-01,0.7767346153846154
44,2002-01-17,0.7551543956043957
45,2002-02-02,0.7914439560439561
46,2002-02-18,0.6767895604395604
47,2002-03-06,0.7244247252747253
48,2002-03-22,0.23359560439560442
49,2002-04-07,0.6872175824175825
50,2002-04-23,0.38646153846153847
51,2002-05-09,0.24864175824175824
52,2002-05-25,0.25919120879120877
53,2002-06-10,0.29093846153846153
54,2002-06-26,0.7254461538461539
55,2002-07-12,0.34373076923076923
56,2002-07-28,0.3493917582417582
57,2002-08-13,0.822304945054945
58,2002-08-29,0.8265412087912087
59,2002-09-14,0.5510510989010989
60,2002-09-30,0.8040082417582418
61,2002-10-16,0.7130736263736265
62,2002-11-01,0.6399236263736264
63,2002-11-17,0.8117571428571428
64,2002-12-03,0.758526923076923
65,2002-12-19,0.7791423076923077
66,2003-01-01,0.7557252747252747
67,2003-01-17,0.7332637362637363
68,2003-02-02,0.7128917582417583
69,2003-02-18,0.7453752747252748
70,2003-03-06,0.6866686813186813
71,2003-03-22,0.3648967032967033
72,2003-04-07,0.20299725274725275
73,2003-04-23,0.3336412087912088
74,2003-05-09,0.5690208791208791
75,2003-05-25,0.6948456043956044
76,2003-06-10,0.3680379120879121
77,2003-06-26,0.7054587912087912
78,2003-07-12,0.7892587912087912
79,2003-07-28,0.6575192307692308
80,2003-08-13,0.5434318681318682
81,2003-08-29,0.5565774725274725
82,2003-09-14,0.6525483516483517
83,2003-09-30,0.7054368131868133
84,2003-10-16,0.6323379120879121
85,2003-11-01,0.7245664804469274
86,2003-11-17,0.7701675824175824
87,2003-12-03,0.6949307692307692
88,2003-12-19,0.7402423076923077
89,2004-01-01,0.7668032967032968
90,2004-01-17,0.7348302197802198
91,2004-02-02,0.7571362637362637
92,2004-02-18,0.675845054945055
93,2004-03-05,0.7313978021978023
94,2004-03-21,0.4365351648351649
95,2004-04-06,0.46200054945054947
96,2004-04-22,0.6368263736263736
97,2004-05-08,0.6944609890109891
98,2004-05-24,0.41519230769230775
99,2004-06-09,0.5100873626373627
100,2004-06-25,0.18580274725274726
101,2004-07-11,0.7248175824175824
102,2004-07-27,0.27585384615384617
103,2004-08-12,0.4792521978021978
104,2004-08-28,0.7643747252747253
105,2004-09-13,0.5606362637362637
106,2004-09-29,0.7938521978021978
107,2004-10-15,0.8274236263736264
108,2004-10-31,0.4390528735632184
109,2004-11-16,0.8344043956043956
110,2004-12-02,0.8160313186813187
111,2004-12-18,0.7866021978021978
112,2005-01-01,0.8185373626373627
113,2005-01-17,0.8090043956043956
114,2005-02-02,0.7797780219780219
115,2005-02-18,0.7361505494505495
116,2005-03-06,0.7842873626373627
117,2005-03-22,0.4100692307692308
118,2005-04-07,0.6135824175824176
119,2005-04-23,0.44196483516483515
120,2005-05-09,0.294839010989011
121,2005-05-25,0.3259928571428572
122,2005-06-10,0.05624222222222222
123,2005-06-26,0.22124615384615387
124,2005-07-12,0.4230324175824176
125,2005-07-28,0.39942417582417583
126,2005-08-13,0.5933697802197803
127,2005-08-29,0.30531200000000003
128,2005-09-14,0.39031098901098904
129,2005-09-30,0.7966868131868132
130,2005-10-16,0.8108648351648352
131,2005-11-01,0.7537670329670331
132,2005-11-17,0.8059137362637363
133,2005-12-03,0.8115895604395604
134,2005-12-19,0.7956038461538463
135,2006-01-01,0.7921192307692309
136,2006-01-17,0.7285472527472528
137,2006-02-02,0.7666093406593406
138,2006-02-18,0.33084890109890114
139,2006-03-06,0.5808538461538462
140,2006-03-22,0.7627247252747253
141,2006-04-07,0.36130054945054946
142,2006-04-23,0.7814835164835164
143,2006-05-09,0.7496076923076923
144,2006-05-25,0.20860824175824177
145,2006-06-10,0.5278432584269663
146,2006-06-26,0.32015
147,2006-07-12,0.572923076923077
148,2006-07-28,0.5379202247191012
149,2006-08-13,0.7846620879120879
150,2006-08-29,0.5448291208791209
151,2006-09-14,0.38329560439560445
152,2006-09-30,0.8375890109890111
153,2006-10-16,0.7871527472527472
154,2006-11-01,0.5091900552486188
155,2006-11-17,0.7924736263736264
156,2006-12-03,0.7922054945054946
157,2006-12-19,0.778756043956044
158,2007-01-01,0.781895054945055
159,2007-01-17,0.7758527472527472
160,2007-02-02,0.7506285714285715
161,2007-02-18,0.6514357142857143
162,2007-03-06,0.4274679775280899
163,2007-03-22,0.6395005524861879
164,2007-04-07,0.3396967032967033
165,2007-04-23,0.2476846153846154
166,2007-05-09,0.09293076923076923
167,2007-05-25,0.18999775280898876
168,2007-06-10,0.19111593406593408
169,2007-06-26,0.29498516483516485
170,2007-07-12,0.3051510989010989
171,2007-07-28,0.7148093406593407
172,2007-08-13,0.4411920454545455
173,2007-08-29,0.6047894117647059
174,2007-09-14,0.2562664835164835
175,2007-09-30,0.8225406593406593
176,2007-10-16,0.7893439560439561
177,2007-11-01,0.8238576923076925
178,2007-11-17,0.8000280219780219
179,2007-12-03,0.8097351648351649
180,2007-12-19,0.7733626373626374
181,2008-01-01,0.7369521978021978
182,2008-01-17,0.7882956043956044
183,2008-02-02,0.45802166666666666
184,2008-02-18,0.7519252747252747
185,2008-03-05,0.4392406593406594
186,2008-03-21,0.5679148351648352
187,2008-04-06,0.6270929411764706
188,2008-04-22,0.07363351648351649
189,2008-05-08,0.1015185393258427
190,2008-05-24,0.0699945054945055
191,2008-06-09,0.18677955801104973
192,2008-06-25,0.15098516483516486
193,2008-07-11,0.17525111111111114
194,2008-07-27,0.2013666666666667
195,2008-08-12,0.754889010989011
196,2008-08-28,0.40947039106145255
197,2008-09-13,0.1636938202247191
198,2008-09-29,0.304528021978022
199,2008-10-15,0.7682824175824176
200,2008-10-31,0.7345967032967032
201,2008-11-16,0.4479060773480663
202,2008-12-02,0.7987302197802199
203,2008-12-18,0.820710989010989
204,2009-01-01,0.80105
205,2009-01-17,0.7888763736263736
206,2009-02-02,0.6605241758241759
207,2009-02-18,0.5715186813186813
208,2009-03-06,0.5654517045454546
209,2009-03-22,0.2780032967032967
210,2009-04-07,0.6187314606741573
211,2009-04-23,0.26362865168539323
212,2009-05-09,0.6048747252747253
213,2009-05-25,0.1731357142857143
214,2009-06-10,0.20923812154696134
215,2009-06-26,0.6857692307692308
216,2009-07-12,0.7795247252747253
217,2009-07-28,0.35653579545454545
218,2009-08-13,0.8054681318681319
219,2009-08-29,0.7554313186813187
220,2009-09-14,0.7897478021978023
221,2009-09-30,0.5877
222,2009-10-16,0.8001269230769231
223,2009-11-01,0.6776857142857143
224,2009-11-17,0.7655192307692308
225,2009-12-03,0.7588505494505495
226,2009-12-19,0.7641934065934066
227,2010-01-01,0.7396346153846155
228,2010-01-17,0.707282967032967
229,2010-02-02,0.7282082417582417
230,2010-02-18,0.7140219780219781
231,2010-03-06,0.5610137362637363
232,2010-03-22,0.6379862637362638
233,2010-04-07,0.53478156424581
234,2010-04-23,0.0966423076923077
235,2010-05-09,0.13499725274725274
236,2010-05-25,0.3264575418994413
237,2010-06-10,0.07442637362637364
238,2010-06-26,0.5663879120879121
239,2010-07-12,0.1981434065934066
240,2010-07-28,0.08411043956043956
241,2010-08-13,0.43833571428571433
242,2010-08-29,0.5765835164835165
243,2010-09-14,0.28933406593406596
244,2010-09-30,0.783978021978022
245,2010-10-16,0.46361263736263736
246,2010-11-01,0.8015571428571429
247,2010-11-17,0.584032967032967
248,2010-12-03,0.7982313186813187
249,2010-12-19,0.7750153846153847
250,2011-01-01,0.7765516483516484
251,2011-01-17,0.7862769230769231
252,2011-02-02,0.7662494505494506
253,2011-02-18,0.7335928571428572
254,2011-03-06,0.504084065934066
255,2011-03-22,0.3160368131868132
256,2011-04-07,0.6721126373626374
257,2011-04-23,0.17881043956043957
258,2011-05-09,0.1713379120879121
259,2011-05-25,0.16771923076923076
260,2011-06-10,0.31069720670391066
261,2011-06-26,0.2633884615384615
262,2011-07-12,0.566967032967033
263,2011-07-28,0.5846104395604396
264,2011-08-13,0.45923626373626375
265,2011-08-29,0.7618274725274725
266,2011-09-14,0.6035967032967032
267,2011-09-30,0.5350644444444445
268,2011-10-16,0.7608516666666667
269,2011-11-01,0.625465
270,2011-11-17,0.5879978021978023
271,2011-12-03,0.6283922222222222
272,2011-12-19,0.7688747252747253
273,2012-01-01,0.7610126373626374
274,2012-01-17,0.7495648351648352
275,2012-02-02,0.7423423076923078
276,2012-02-18,0.45548076923076924
277,2012-03-05,0.6205525139664805
278,2012-03-21,0.5000972527472528
279,2012-04-06,0.21079060773480665
280,2012-04-22,0.591617032967033
281,2012-05-08,0.09508296703296704
282,2012-05-24,0.1951061797752809
283,2012-06-09,0.12068483146067416
284,2012-06-25,0.4408021978021978
285,2012-07-11,0.4304904494382023
286,2012-07-27,0.42723296703296704
287,2012-08-12,0.595132183908046
288,2012-08-28,0.4433223463687151
289,2012-09-13,0.4568236263736264
290,2012-09-29,0.44953351648351647
291,2012-10-15,0.4034137362637363
292,2012-10-31,0.692484065934066
293,2012-11-16,0.7643714285714286
294,2012-12-02,0.7733813186813188
295,2012-12-18,0.7178934065934066
296,2013-01-01,0.7669368131868133
297,2013-01-17,0.7397983516483517
298,2013-02-02,0.7611115384615386
299,2013-02-18,0.2684725274725275
300,2013-03-06,0.7345758241758242
301,2013-03-22,0.7168439560439561
302,2013-04-07,0.6108313186813187
303,2013-04-23,0.6561906593406595
304,2013-05-09,0.4978615384615385
305,2013-05-25,0.2502988950276243
306,2013-06-10,0.176410989010989
307,2013-06-26,0.525068131868132
308,2013-07-12,0.3582203296703297
309,2013-07-28,0.5767593406593406
310,2013-08-13,0.7497368131868132
311,2013-08-29,0.5405521978021978
312,2013-09-14,0.3092192307692308
313,2013-09-30,0.5825565934065934
314,2013-10-16,0.6865382022471911
315,2013-11-01,0.454717877094972
316,2013-11-17,0.789945054945055
317,2013-12-03,0.8036587912087912
318,2013-12-19,0.7745489010989012
319,2014-01-01,0.7851785714285715
320,2014-01-17,0.7729170329670331
321,2014-02-02,0.7810109890109891
322,2014-02-18,0.7557142857142857
323,2014-03-06,0.776467032967033
324,2014-03-22,0.6198205555555556
325,2014-04-07,0.6824098901098902
326,2014-04-23,0.28762793296089384
327,2014-05-09,0.07854640883977901
328,2014-05-25,0.16771648351648352
329,2014-06-10,0.2056598901098901
330,2014-06-26,0.5427840659340659
331,2014-07-12,0.4039258241758242
332,2014-07-28,0.45985439560439567
333,2014-08-13,0.43192417582417586
334,2014-08-29,0.4909162011173185
335,2014-09-14,0.381984065934066
336,2014-09-30,0.5435472527472528
337,2014-10-16,0.5166994505494505
338,2014-11-01,0.835607142857143
339,2014-11-17,0.8173186813186814
340,2014-12-03,0.8068945054945055
341,2014-12-19,0.7853428571428572
342,2015-01-01,0.7696763736263736
343,2015-01-17,0.7717967032967032
344,2015-02-02,0.7593835164835165
345,2015-02-18,0.7663252747252748
346,2015-03-06,0.758756043956044
347,2015-03-22,0.5312758241758242
348,2015-04-07,0.2674203296703297
349,2015-04-23,0.5036972527472529
350,2015-05-09,0.2759505494505495
351,2015-05-25,0.6912351648351649
352,2015-06-10,0.3254203296703297
353,2015-06-26,0.5392340659340659
354,2015-07-12,0.6047450549450549
355,2015-07-28,0.6758263736263737
356,2015-08-13,0.3424434065934066
357,2015-08-29,0.37261381215469613
358,2015-09-14,0.5713228571428572
359,2015-09-30,0.7855659340659341
360,2015-10-16,0.6291445054945055
361,2015-11-01,0.4748222222222223
362,2015-11-17,0.7946351648351649
363,2015-12-03,0.7940543956043957
364,2015-12-19,0.7816175824175825
365,2016-01-01,0.7929912087912089
366,2016-01-17,0.7386362637362638
367,2016-02-02,0.7502884615384615
368,2016-02-18,0.7072956043956043
369,2016-03-05,0.7349131868131868
370,2016-03-21,0.6908626373626374
371,2016-04-06,0.30717912087912086
372,2016-04-22,0.3807857142857143
373,2016-05-08,0.42700786516853934
374,2016-05-24,0.4168472527472528
375,2016-06-09,0.3771923076923077
376,2016-06-25,0.2096335164835165
377,2016-07-11,0.7875626373626374
378,2016-07-27,0.6981483516483517
379,2016-08-12,0.42032
380,2016-08-28,0.7544439560439561
381,2016-09-13,0.5910961538461539
382,2016-09-29,0.3752961538461539
383,2016-10-15,0.6496346153846154
384,2016-10-31,0.7717071428571429
385,2016-11-16,0.6678791208791209
386,2016-12-02,0.7958928571428572
387,2016-12-18,0.8098917582417583
388,2017-01-01,0.8051093406593407
389,2017-01-17,0.761432967032967
390,2017-02-02,0.762912087912088
391,2017-02-18,0.6177626373626374
392,2017-03-06,0.6922280219780219
393,2017-03-22,0.7198197802197802
394,2017-04-07,0.12143988764044944
395,2017-04-23,0.5513293103448277
396,2017-05-09,0.5109802197802198
397,2017-05-25,0.6359752747252747
398,2017-06-10,0.43436483516483515
399,2017-06-26,0.6025094444444445
400,2017-07-12,0.6068598901098902
401,2017-07-28,0.3682791208791209
402,2017-08-13,0.6592417582417583
403,2017-08-29,0.6408291208791209
404,2017-09-14,0.7808252747252747
405,2017-09-30,0.774943956043956
406,2017-10-16,0.8235368131868133
407,2017-11-01,0.6004362637362638
408,2017-11-17,0.8015637362637363
409,2017-12-03,0.7893928571428572
410,2017-12-19,0.7992489010989011
411,2018-01-01,0.7920538461538462
412,2018-01-17,0.7616615384615385
413,2018-02-02,0.7835818681318681
414,2018-02-18,0.7903879120879121
415,2018-03-06,0.750160989010989
416,2018-03-22,0.6995478021978022
417,2018-04-07,0.08092307692307693
418,2018-04-23,0.2162978021978022
419,2018-05-09,0.09395274725274726
420,2018-05-25,0.4252021978021978
421,2018-06-10,0.21854505494505494
422,2018-06-26,0.2593115384615385
423,2018-07-12,0.36337252747252746
424,2018-07-28,0.48881373626373625
425,2018-08-13,0.40191593406593407
426,2018-08-29,0.7950335164835165
427,2018-09-14,0.8273434065934065
428,2018-09-30,0.6714285714285715
429,2018-10-16,0.5523543956043957
430,2018-11-01,0.8073862637362638
431,2018-11-17,0.8376329670329672
432,2018-12-03,0.803032967032967
433,2018-12-19,0.7975785714285715
434,2019-01-01,0.6701027472527472
435,2019-01-17,0.7978631868131868
436,2019-02-02,0.7576675824175825
437,2019-02-18,0.4348324175824176
438,2019-03-06,0.3974725274725275
439,2019-03-22,0.676021978021978
440,2019-04-07,0.5892928571428572
441,2019-04-23,0.6966115384615386
442,2019-05-09,0.4980307692307693
443,2019-05-25,0.4217263736263736
444,2019-06-10,0.5713670329670331
445,2019-06-26,0.4166324175824176
446,2019-07-12,0.46618021978021984
447,2019-07-28,0.7138104395604397
448,2019-08-13,0.6894934065934066
449,2019-08-29,0.8160489010989012
450,2019-09-14,0.7916307692307692
451,2019-09-30,0.8098851648351649
452,2019-10-16,0.8221868131868132
453,2019-11-01,0.8213131868131869
454,2019-11-17,0.7459197802197802
455,2019-12-03,0.8287373626373626
456,2019-12-19,0.8480747252747253
457,2020-01-01,0.8406736263736264
458,2020-01-17,0.8246758241758242
459,2020-02-02,0.8296445054945056
460,2020-02-18,0.7189989010989012
461,2020-03-05,0.8191192307692308
462,2020-03-21,0.763756043956044
463,2020-04-06,0.7842159340659342
464,2020-04-22,0.7218049450549451
465,2020-05-08,0.7924247252747253
466,2020-05-24,0.0693934065934066
467,2020-06-09,0.41672802197802195
468,2020-06-25,0.7197054945054946
469,2020-07-11,0.3779978021978022
470,2020-07-27,0.5188615384615385
471,2020-08-12,0.4857049450549451
472,2020-08-28,0.8312137362637363
473,2020-09-13,0.7687043956043956
474,2020-09-29,0.7799445054945056
475,2020-10-15,0.5135472527472528
476,2020-10-31,0.7717082417582418
477,2020-11-16,0.6383362637362637
478,2020-12-02,0.8467989010989011
479,2020-12-18,0.7937302197802198
480,2021-01-01,0.8304703296703297
481,2021-01-17,0.5763532967032968
482,2021-02-02,0.7994324175824176
483,2021-02-18,0.6707895604395604
484,2021-03-06,0.46563516483516487
485,2021-03-22,0.7534032967032968
486,2021-04-07,0.7239346153846155
487,2021-04-23,0.1412423076923077
488,2021-05-09,0.4504796703296704
489,2021-05-25,0.23444175824175822
490,2021-06-10,0.3846456043956044
491,2021-06-26,0.2980478021978022
492,2021-07-12,0.3063093406593407
493,2021-07-28,0.2105631868131868
494,2021-08-13,0.538604945054945
495,2021-08-29,0.6445236263736265
496,2021-09-14,0.8263478021978022
497,2021-09-30,0.7730664835164835
498,2021-10-16,0.8222153846153846
499,2021-11-01,0.8260489010989012
500,2021-11-17,0.8555868131868133
501,2021-12-03,0.8133912087912089
502,2021-12-19,0.768256043956044
503,2022-01-01,0.845434065934066
504,2022-01-17,0.8219857142857143
505,2022-02-02,0.7994747252747253
506,2022-02-18,0.8067615384615385
507,2022-03-06,0.6612483516483517
508,2022-03-22,0.5359763736263736
509,2022-04-07,0.3702763736263736
510,2022-04-23,0.28814230769230775
511,2022-05-09,0.6444802197802199
512,2022-05-25,0.3840324175824176
513,2022-06-10,0.4754010989010989
514,2022-06-26,0.6783736263736264
